date,value
2020-03-22,7908
2020-03-23,3290
2020-03-24,5437
2020-03-25,4328
2020-03-26,5744
2020-03-27,5494
2020-03-28,4442
2020-03-29,2167
2020-03-30,7414
2020-03-31,3943
2020-04-01,5130
2020-04-02,4182
2020-04-03,5135
2020-04-04,3598
2020-04-05,7109
2020-04-06,3855
2020-04-07,7579
2020-04-08,3207
2020-04-09,4628
2020-04-10,4316
2020-04-11,7082
2020-04-12,2223
2020-04-13,392
2020-04-14,7169
2020-04-15,3979
2020-04-16,5654
2020-04-17,4525
2020-04-18,9446
2020-04-19,1933
2020-04-20,3945
2020-04-21,1762
2020-04-22,4717
2020-04-23,4164
2020-04-24,3808
2020-04-25,5265
2020-04-26,5257
2020-04-27,6359
2020-04-28,2157
2020-04-29,1927
2020-04-30,3667
2020-05-01,5616
2020-05-02,8548
2020-05-03,903
2020-05-04,6528
2020-05-05,6227
2020-05-06,4997
2020-05-07,3783
2020-05-08,4183
2020-05-09,3841
2020-05-10,4580
2020-05-11,3808
2020-05-12,6661
2020-05-13,13090
2020-05-14,2779
2020-05-15,6843
2020-05-16,7413
2020-05-17,178
2020-05-18,1380
2020-05-19,4486
2020-05-20,8666
2020-05-21,5000
2020-05-22,7681
2020-05-23,8275
2020-05-24,1698
2020-05-25,18
